original filename,compressed name,Window Length,Window Overlap,RMS Error,Input Size,Compress File Size,Compression Ratio,FilterBank Num SubBands ,FilterBank Length,Adaptive Byte Buff,Adaptive Huffman,Model f1,Model f2,Comp IO Time (ms),Decomp IO Time (ms),Comp Filter Bank Time (ms),Decomp Filter Bank Time (ms),Comp MDCT Time (ms),Decomp MDCT Time (ms),Comp Byte Bufferizer (ms),Decomp Byte Bufferizer (ms),Comp Huffman Time (ms),Decomp Huffman Time (ms),Comp Serialize Time (ms),Decomp Serialize Time (ms),Total Compression time (ms), Total Decompression time (ms),
drumkit.wav,drumkit.jet,256,0,0.035844896,2684136,2692896,1.0032636,2,256,true,true,0.0,0.0,2.5154,413.984941,206.226652,65.787107,0.0,0.0,117.925906,68.60648,233.580316,89.086789,9.641716,188.206805,570.786515,414.018447,
drumkit.wav,drumkit.jet,256,0,0.035844896,2684136,2692896,1.0032636,2,256,true,true,0.0,15000.0,0.222773,367.376521,83.927998,40.048998,0.0,0.0,69.19873,64.332443,199.039059,90.948058,5.094796,170.462558,357.500561,367.397954,
drumkit.wav,drumkit.jet,256,0,0.03585253,2684136,1987570,0.7404878,2,256,true,true,100.0,12500.0,0.225791,303.838575,84.903007,43.339878,0.0,0.0,70.483749,65.93381,149.444939,59.689833,4.842441,133.549888,309.920755,303.861819,
drumkit.wav,drumkit.jet,256,0,0.0358574,2684136,1255425,0.46772033,2,256,true,true,200.0,10000.0,0.229414,251.22344,90.699627,39.827131,0.0,0.0,95.107994,64.116612,94.019184,62.89438,4.32626,83.466152,284.399684,251.244872,
drumkit.wav,drumkit.jet,256,0,0.0358574,2684136,1255425,0.46772033,2,256,true,true,300.0,8000.0,0.281635,249.410165,83.147388,39.336004,0.0,0.0,61.780516,63.858824,92.106296,62.560825,4.330486,82.856092,241.664132,249.433106,
drumkit.wav,drumkit.jet,512,0,0.035857305,2684136,2649958,0.98726666,2,256,true,true,0.0,0.0,0.253865,356.469407,88.870656,44.245156,0.0,0.0,66.619033,74.055359,194.833844,60.694122,5.040462,175.884269,355.651064,356.487519,
drumkit.wav,drumkit.jet,512,0,0.035857305,2684136,2649958,0.98726666,2,256,true,true,0.0,15000.0,0.271071,385.007268,93.056854,43.924279,0.0,0.0,96.412633,75.290269,195.116083,87.568431,5.084231,176.284838,389.959889,385.029908,
drumkit.wav,drumkit.jet,512,0,0.03586422,2684136,1941369,0.7232752,2,256,true,true,100.0,12500.0,0.212811,298.698499,89.669378,38.742849,0.0,0.0,64.576648,71.140899,141.542542,60.615034,4.948393,127.311645,300.965771,298.718423,
drumkit.wav,drumkit.jet,512,0,0.035876926,2684136,1202727,0.44808722,2,256,true,true,200.0,10000.0,0.228509,250.471203,93.64699,36.743628,0.0,0.0,62.089017,71.16535,91.599473,58.461563,4.237815,83.464643,251.818708,250.49173,
drumkit.wav,drumkit.jet,512,0,0.035876926,2684136,1202727,0.44808722,2,256,true,true,300.0,8000.0,0.24994,251.323656,90.140884,37.528163,0.0,0.0,73.832284,70.653394,88.545855,63.929761,4.296678,78.521984,257.087677,251.342372,
drumkit.wav,drumkit.jet,1024,0,0.03600761,2684136,2620169,0.9761685,2,256,true,true,0.0,0.0,0.263222,344.695049,92.796952,37.836363,0.0,0.0,70.108537,73.809041,193.187197,59.068302,5.044385,172.491663,361.452816,344.712557,
drumkit.wav,drumkit.jet,1024,0,0.03600761,2684136,2620169,0.9761685,2,256,true,true,0.0,15000.0,0.222773,358.06504,93.231027,38.719002,0.0,0.0,73.041712,77.139163,195.764781,62.700586,4.910963,178.039551,367.18967,358.086774,
drumkit.wav,drumkit.jet,1024,0,0.03601316,2684136,1905774,0.7100139,2,256,true,true,100.0,12500.0,0.305784,310.250387,97.428997,38.267721,0.0,0.0,73.536159,78.498137,148.202483,61.677582,4.92666,130.463971,324.418497,310.270611,
drumkit.wav,drumkit.jet,1024,0,0.036030393,2684136,1157062,0.4310743,2,256,true,true,200.0,10000.0,0.23032,244.593684,94.139022,36.842337,0.0,0.0,66.571641,74.652136,85.234449,56.892193,4.397499,75.553189,250.59557,244.619946,
drumkit.wav,drumkit.jet,1024,0,0.036030393,2684136,1157062,0.4310743,2,256,true,true,300.0,8000.0,0.236658,252.728816,93.208388,39.329061,0.0,0.0,66.441841,76.296671,101.214625,58.463374,4.53243,77.952978,265.65145,252.75055,
drumkit.wav,drumkit.jet,2048,0,0.03604397,2684136,2595785,0.967084,2,256,true,true,0.0,0.0,0.250242,344.377793,94.251918,37.587931,0.0,0.0,73.762554,75.958286,188.23186,58.730823,4.944772,170.775285,361.458854,344.399829,
drumkit.wav,drumkit.jet,2048,0,0.03604397,2684136,2595785,0.967084,2,256,true,true,0.0,15000.0,0.237262,344.368436,93.8595,37.932354,0.0,0.0,68.467624,77.588029,189.436283,58.356516,5.083023,169.192934,357.099993,344.388962,
drumkit.wav,drumkit.jet,2048,0,0.03605285,2684136,1879095,0.70007443,2,256,true,true,100.0,12500.0,0.227603,294.947585,97.483633,38.876573,0.0,0.0,61.906996,76.624793,134.731972,57.092628,4.547222,121.478801,298.912519,294.967508,
drumkit.wav,drumkit.jet,2048,0,0.036078747,2684136,1118050,0.41654,2,256,true,true,200.0,10000.0,0.260808,246.374055,93.988695,36.743931,0.0,0.0,63.168168,75.819127,81.00901,61.236866,4.499528,71.983693,242.941906,246.402732,
drumkit.wav,drumkit.jet,2048,0,0.036078747,2684136,1118050,0.41654,2,256,true,true,300.0,8000.0,0.230319,243.241652,93.716117,38.164183,0.0,0.0,58.995855,75.641634,80.844497,57.429503,4.245361,71.413479,238.046337,243.260971,
drumkit.wav,drumkit.jet,4096,0,0.036078088,2684136,2556213,0.9523411,2,256,true,true,0.0,0.0,0.224282,345.507657,94.744855,37.066921,0.0,0.0,68.436232,76.167777,184.193876,64.841982,4.720188,165.998952,352.336035,345.526976,
drumkit.wav,drumkit.jet,4096,0,0.036078088,2684136,2556213,0.9523411,2,256,true,true,0.0,15000.0,0.24179,339.426985,95.017133,36.891842,0.0,0.0,65.504264,76.390851,186.962839,58.724484,4.955639,166.051777,352.697966,339.445398,
drumkit.wav,drumkit.jet,4096,0,0.036093052,2684136,1834576,0.6834885,2,256,true,true,100.0,12500.0,0.282541,288.178371,95.696923,37.61027,0.0,0.0,72.583187,76.251693,130.735343,57.124927,4.597934,116.307634,303.909814,288.198293,
drumkit.wav,drumkit.jet,4096,0,0.036136713,2684136,1060337,0.3950385,2,256,true,true,200.0,10000.0,0.235753,243.40677,95.298467,38.867819,0.0,0.0,58.914656,76.476579,75.626541,61.183437,4.213063,66.208503,234.302063,243.426692,
drumkit.wav,drumkit.jet,4096,0,0.036136713,2684136,1060337,0.3950385,2,256,true,true,300.0,8000.0,0.225188,238.268506,94.731573,37.870473,0.0,0.0,58.973519,76.437036,75.522399,57.386035,4.153898,66.048216,233.62016,238.288429,
drumkit.wav,drumkit.jet,256,0,0.029366288,2684136,2693647,1.0035434,2,512,true,true,0.0,0.0,0.249941,355.255326,96.919456,39.129834,0.0,0.0,77.976221,77.917358,198.130459,58.63302,5.735947,178.07034,379.036776,355.278267,
drumkit.wav,drumkit.jet,256,0,0.029366288,2684136,2693647,1.0035434,2,512,true,true,0.0,15000.0,0.245714,353.625884,96.516172,39.17149,0.0,0.0,67.367344,77.473926,202.187762,58.261732,5.059781,177.28973,371.393072,353.645505,
drumkit.wav,drumkit.jet,256,0,0.029379228,2684136,1988263,0.740746,2,512,true,true,100.0,12500.0,0.229414,309.39733,96.54364,38.410803,0.0,0.0,64.803646,78.001275,144.436476,62.202517,4.773918,129.853911,310.800979,309.418461,
drumkit.wav,drumkit.jet,256,0,0.029385436,2684136,1256860,0.46825495,2,512,true,true,200.0,10000.0,0.239677,258.531173,97.933103,38.645046,0.0,0.0,61.80859,78.588997,92.409665,57.74857,4.573182,82.818964,256.988667,258.551397,
drumkit.wav,drumkit.jet,256,0,0.029385436,2684136,1256860,0.46825495,2,512,true,true,300.0,8000.0,0.246922,257.328259,99.886138,37.930241,0.0,0.0,61.689656,78.493005,92.761937,57.416524,4.207025,82.803267,258.805261,257.348182,
drumkit.wav,drumkit.jet,512,0,0.026668983,2684136,2650459,0.98745334,2,512,true,true,0.0,0.0,0.224282,389.935136,137.830567,37.370894,0.0,0.0,73.264787,118.671502,192.783308,58.143403,21.827812,174.415417,425.946754,389.957474,
drumkit.wav,drumkit.jet,512,0,0.026668983,2684136,2650459,0.98745334,2,512,true,true,0.0,15000.0,0.238167,390.770987,139.531549,37.951372,0.0,0.0,77.691869,119.048223,193.219496,58.724483,4.971939,173.555116,415.667812,390.7894,
drumkit.wav,drumkit.jet,512,0,0.026675938,2684136,1941813,0.7234406,2,512,true,true,100.0,12500.0,0.240884,347.339948,138.379349,38.280701,0.0,0.0,63.992246,118.340361,140.787288,62.287339,4.601858,127.436918,348.014605,347.389151,
drumkit.wav,drumkit.jet,512,0,0.026693488,2684136,1203405,0.4483398,2,512,true,true,200.0,10000.0,0.239677,298.143077,137.76446,38.210367,0.0,0.0,60.74091,118.542004,88.243089,61.485297,4.285811,79.180341,291.28753,298.165113,
drumkit.wav,drumkit.jet,512,0,0.026693488,2684136,1203405,0.4483398,2,512,true,true,300.0,8000.0,0.3245,299.487261,138.213326,37.104956,0.0,0.0,59.960299,120.505302,89.362991,62.737111,4.11043,78.524097,291.984223,299.505674,
drumkit.wav,drumkit.jet,1024,0,0.025113234,2684136,2620772,0.97639316,2,512,true,true,0.0,0.0,0.24994,445.940463,154.591052,37.934467,0.0,0.0,65.361786,134.571383,190.452947,63.317286,4.899493,208.666286,415.570311,445.960386,
